Year,Team,Wiki,Region,Country,Track,Kind
2016,ULV-LC-CV,http://2016.igem.org/Team:ULV-LC-CV,North America,United States,Energy,Collegiate
2016,UMaryland,http://2016.igem.org/Team:UMaryland,North America,United States,Environment,Collegiate
2016,UMass-Dartmouth,http://2016.igem.org/Team:UMass-Dartmouth,North America,United States,Foundational Advance,Collegiate
2016,UNebraska-Lincoln,http://2016.igem.org/Team:UNebraska-Lincoln,North America,United States,Environment,Collegiate
2016,UNIK_Copenhagen,http://2016.igem.org/Team:UNIK_Copenhagen,Europe,Denmark,New Application,Collegiate
2016,UNSW_Australia,http://2016.igem.org/Team:UNSW_Australia,Asia,Australia,Foundational Advance,Collegiate
2016,UoA_NewZealand,http://2016.igem.org/Team:UoA_NewZealand,Asia,New Zealand,Environment,Collegiate
2016,UofC_Calgary,http://2016.igem.org/Team:UofC_Calgary,North America,Canada,Therapeutics,Collegiate
2016,UPF-CRG_Barcelona,http://2016.igem.org/Team:UPF-CRG_Barcelona,Europe,Spain,Therapeutics,Collegiate
2016,UPMC-Paris,http://2016.igem.org/Team:UPMC-Paris,Europe,France,Environment,Collegiate
2016,UPO-Sevilla,http://2016.igem.org/Team:UPO-Sevilla,Europe,Spain,Environment,Collegiate
2016,Uppsala,http://2016.igem.org/Team:Uppsala,Europe,Sweden,Hardware,Collegiate
2016,UrbanTundra_Edmonton,http://2016.igem.org/Team:UrbanTundra_Edmonton,North America,Canada,High School,High School
2016,USNA-Annapolis,http://2016.igem.org/Team:USNA-Annapolis,North America,United States,Diagnostics,Collegiate
2016,USP-EEL-Brazil,http://2016.igem.org/Team:USP-EEL-Brazil,Latin America,Brazil,Energy,Collegiate
2016,USP_UNIFESP-Brazil,http://2016.igem.org/Team:USP_UNIFESP-Brazil,Latin America,Brazil,Manufacturing,Collegiate
2016,USTC,http://2016.igem.org/Team:USTC,Asia,China,New Application,Collegiate
2016,USTC-Software,http://2016.igem.org/Team:USTC-Software,Asia,China,Software,Collegiate
2016,UST_Beijing,http://2016.igem.org/Team:UST_Beijing,Asia,China,Food & Nutrition,Collegiate
2016,UT-Knoxville,http://2016.igem.org/Team:UT-Knoxville,North America,United States,Manufacturing,Collegiate
2016,UT-Tokyo,http://2016.igem.org/Team:UT-Tokyo,Asia,Japan,Information Processing,Collegiate
2016,Valencia_UPV,http://2016.igem.org/Team:Valencia_UPV,Europe,Spain,Food & Nutrition,Collegiate
2016,Vanderbilt,http://2016.igem.org/Team:Vanderbilt,North America,United States,Foundational Advance,Collegiate
2016,Vilnius-Lithuania,http://2016.igem.org/Team:Vilnius-Lithuania,Europe,Lithuania,Therapeutics,Collegiate
2016,Virginia,http://2016.igem.org/Team:Virginia,North America,United States,Environment,Collegiate
2016,Wageningen_UR,http://2016.igem.org/Team:Wageningen_UR,Europe,Netherlands,Food & Nutrition,Collegiate
2016,Warwick,http://2016.igem.org/Team:Warwick,Europe,United Kingdom,Diagnostics,Collegiate
2016,Washington,http://2016.igem.org/Team:Washington,North America,United States,New Application,Collegiate
2016,WashU_StLouis,http://2016.igem.org/Team:WashU_StLouis,North America,United States,Environment,Collegiate
2016,Waterloo,http://2016.igem.org/Team:Waterloo,North America,Canada,Foundational Advance,Collegiate
2016,Westminster_UoW,http://2016.igem.org/Team:Westminster_UoW,Europe,United Kingdom,Manufacturing,Collegiate
2016,William_and_Mary,http://2016.igem.org/Team:William_and_Mary,North America,United States,Foundational Advance,Collegiate
2016,WLC-Milwaukee,http://2016.igem.org/Team:WLC-Milwaukee,North America,United States,Environment,Collegiate
2016,WPI_Worcester,http://2016.igem.org/Team:WPI_Worcester,North America,United States,New Application,Collegiate
2016,XJTLU-CHINA,http://2016.igem.org/Team:XJTLU-CHINA,Asia,China,Foundational Advance,Collegiate
2016,XMU-China,http://2016.igem.org/Team:XMU-China,Asia,China,Diagnostics,Collegiate
2016,Yale,http://2016.igem.org/Team:Yale,North America,United States,Foundational Advance,Collegiate
2016,ZJU-China,http://2016.igem.org/Team:ZJU-China,Asia,China,Information Processing,Collegiate
2015,Aachen,http://2015.igem.org/Team:Aachen,Europe,Germany,Manufacturing,Collegiate
2015,Aalto-Helsinki,http://2015.igem.org/Team:Aalto-Helsinki,Europe,Finland,Energy,Collegiate
2015,AHUT_China,http://2015.igem.org/Team:AHUT_China,Asia,China,Food & Nutrition,Collegiate
2015,Aix-Marseille,http://2015.igem.org/Team:Aix-Marseille,Europe,France,Environment,Collegiate
2015,Amoy,http://2015.igem.org/Team:Amoy,Asia,China,Foundational Advance,Collegiate
2015,Amsterdam,http://2015.igem.org/Team:Amsterdam,Europe,Netherlands,Energy,Collegiate
2015,ANU-Canberra,http://2015.igem.org/Team:ANU-Canberra,Asia,Australia,Foundational Advance,Collegiate
2015,ATOMS-Turkiye,http://2015.igem.org/Team:ATOMS-Turkiye,Europe,Turkey,Health & Medicine,Collegiate
2015,AUC_TURKEY,http://2015.igem.org/Team:AUC_TURKEY,Europe,Turkey,High School,High School
2015,Austin_UTexas,http://2015.igem.org/Team:Austin_UTexas,North America,United States,Foundational Advance,Collegiate
2015,BABS_UNSW_Australia,http://2015.igem.org/Team:BABS_UNSW_Australia,Asia,Australia,New Application,Collegiate
2015,Berlin,http://2015.igem.org/Team:Berlin,Europe,Germany,Environment,Collegiate
2015,BGU_Israel,http://2015.igem.org/Team:BGU_Israel,Asia,Israel,Health & Medicine,Collegiate
2015,Bielefeld-CeBiTec,http://2015.igem.org/Team:Bielefeld-CeBiTec,Europe,Germany,Environment,Collegiate
2015,BIOSINT_Mexico,http://2015.igem.org/Team:BIOSINT_Mexico,Latin America,Mexico,Art & Design,Collegiate
2015,Birkbeck,http://2015.igem.org/Team:Birkbeck,Europe,United Kingdom,Health & Medicine,Collegiate
2015,BIT,http://2015.igem.org/Team:BIT,Asia,China,Health & Medicine,Collegiate
2015,BIT-China,http://2015.igem.org/Team:BIT-China,Asia,China,New Application,Collegiate
2015,BNU-CHINA,http://2015.igem.org/Team:BNU-CHINA,Asia,China,Environment,Collegiate
2015,Bordeaux,http://2015.igem.org/Team:Bordeaux,Europe,France,Environment,Collegiate
2015,BostonU,http://2015.igem.org/Team:BostonU,North America,United States,Foundational Advance,Collegiate
2015,Brasil-USP,http://2015.igem.org/Team:Brasil-USP,Latin America,Brazil,Environment,Collegiate
2015,British_Columbia,http://2015.igem.org/Team:British_Columbia,North America,Canada,Environment,Collegiate
2015,BroadRun-NorthernVA,http://2015.igem.org/Team:BroadRun-NorthernVA,North America,United States,High School,High School
2015,Cairo_Egypt,http://2015.igem.org/Team:Cairo_Egypt,Africa,Egypt,Health & Medicine,Collegiate
2015,Cambridge-JIC,http://2015.igem.org/Team:Cambridge-JIC,Europe,United Kingdom,Hardware,Collegiate
2015,Carnegie_Mellon,http://2015.igem.org/Team:Carnegie_Mellon,North America,United States,Measurement,Collegiate
2015,CAU_China,http://2015.igem.org/Team:CAU_China,Asia,China,Foundational Advance,Collegiate
2015,CCA_SanDiego,http://2015.igem.org/Team:CCA_SanDiego,North America,United States,High School,High School
2015,Central_Calgary,http://2015.igem.org/Team:Central_Calgary,North America,Canada,High School,High School
2015,CGU_Taiwan,http://2015.igem.org/Team:CGU_Taiwan,Asia,Taiwan,Health & Medicine,Collegiate
2015,Chalmers-Gothenburg,http://2015.igem.org/Team:Chalmers-Gothenburg,Europe,Sweden,New Application,Collegiate
2015,CHINA_CD_UESTC,http://2015.igem.org/Team:CHINA_CD_UESTC,Asia,China,Energy,Collegiate
2015,China_Tongji,http://2015.igem.org/Team:China_Tongji,Asia,China,New Application,Collegiate
2015,CityU_HK,http://2015.igem.org/Team:CityU_HK,Asia,Hong Kong,Health & Medicine,Collegiate
2015,Colegio_EmelinaU,http://2015.igem.org/Team:Colegio_EmelinaU,Latin America,Chile,High School,High School
2015,Columbia_NYC,http://2015.igem.org/Team:Columbia_NYC,North America,United States,Food & Nutrition,Collegiate
2015,Concordia,http://2015.igem.org/Team:Concordia,North America,Canada,Foundational Advance,Collegiate
2015,Consort_Alberta,http://2015.igem.org/Team:Consort_Alberta,North America,Canada,High School,High School
2015,Cooper_Union,http://2015.igem.org/Team:Cooper_Union,North America,United States,Hardware,Collegiate
2015,Cork_Ireland,http://2015.igem.org/Team:Cork_Ireland,Europe,Ireland,Health & Medicine,Collegiate
2015,Cornell,http://2015.igem.org/Team:Cornell,North America,United States,Environment,Collegiate
2015,CSU_Fort_Collins,http://2015.igem.org/Team:CSU_Fort_Collins,North America,United States,Manufacturing,Collegiate
2015,CU_Boulder,http://2015.igem.org/Team:CU_Boulder,North America,United States,Environment,Collegiate
2015,Czech_Republic,http://2015.igem.org/Team:Czech_Republic,Europe,Czech Republic,Health & Medicine,Collegiate
2015,Dalhousie_Halifax_NS,http://2015.igem.org/Team:Dalhousie_Halifax_NS,North America,Canada,Manufacturing,Collegiate
2015,Danzi_Kesh_8,http://2015.igem.org/Team:Danzi_Kesh_8,Asia,Israel,High School,High School
2015,DTU-Denmark,http://2015.igem.org/Team:DTU-Denmark,Europe,Denmark,Health & Medicine,Collegiate
2015,Duke,http://2015.igem.org/Team:Duke,North America,United States,Foundational Advance,Collegiate
2015,Dundee,http://2015.igem.org/Team:Dundee,Europe,United Kingdom,New Application,Collegiate
2015,Edinburgh,http://2015.igem.org/Team:Edinburgh,Europe,United Kingdom,Health & Medicine,Collegiate
2015,Elan_Vital_Korea,http://2015.igem.org/Team:Elan_Vital_Korea,Asia,"Korea, Republic Of",High School,High School
2015,EPF_Lausanne,http://2015.igem.org/Team:EPF_Lausanne,Europe,Switzerland,Information Processing,Collegiate
2015,ETH_Zurich,http://2015.igem.org/Team:ETH_Zurich,Europe,Switzerland,Health & Medicine,Collegiate
2015,Evry,http://2015.igem.org/Team:Evry,Europe,France,Health & Medicine,Collegiate
2015,Exeter,http://2015.igem.org/Team:Exeter,Europe,United Kingdom,New Application,Collegiate
2015,FAFU-CHINA,http://2015.igem.org/Team:FAFU-CHINA,Asia,China,Environment,Collegiate
2015,FAU_Erlangen,http://2015.igem.org/Team:FAU_Erlangen,Europe,Germany,Health & Medicine,Collegiate
2015,Freiburg,http://2015.igem.org/Team:Freiburg,Europe,Germany,Health & Medicine,Collegiate
2015,Fudan,http://2015.igem.org/Team:Fudan,Asia,China,Foundational Advance,Collegiate
2015,Gaston_Day_School,http://2015.igem.org/Team:Gaston_Day_School,North America,United States,Environment,Collegiate
2015,GenetiX_Tec_CCM,http://2015.igem.org/Team:GenetiX_Tec_CCM,Latin America,Mexico,High School,High School
2015,Genspace,http://2015.igem.org/Team:Genspace,North America,United States,Community Labs,Community Lab
2015,GeorgiaTech,http://2015.igem.org/Team:GeorgiaTech,North America,United States,Health & Medicine,Collegiate
2015,Georgia_State,http://2015.igem.org/Team:Georgia_State,North America,United States,Manufacturing,Collegiate
2015,Gifu,http://2015.igem.org/Team:Gifu,Asia,Japan,New Application,Collegiate
2015,Glasgow,http://2015.igem.org/Team:Glasgow,Europe,United Kingdom,New Application,Collegiate
2015,Goettingen,http://2015.igem.org/Team:Goettingen,Europe,Germany,New Application,Collegiate
2015,Groningen,http://2015.igem.org/Team:Groningen,Europe,Netherlands,Energy,Collegiate
2015,H4Z-Hangzhou,http://2015.igem.org/Team:H4Z-Hangzhou,Asia,China,High School,High School
2015,HAFS-Korea,http://2015.igem.org/Team:HAFS-Korea,Asia,"Korea, Republic Of",High School,High School
2015,Hamburg,http://2015.igem.org/Team:Hamburg,Europe,Germany,Health & Medicine,Collegiate
2015,Hamilton_McMaster,http://2015.igem.org/Team:Hamilton_McMaster,North America,Canada,New Application,Collegiate
2015,Hangzhou-H14Z,http://2015.igem.org/Team:Hangzhou-H14Z,Asia,China,High School,High School
2015,Harvard_BioDesign,http://2015.igem.org/Team:Harvard_BioDesign,North America,United States,Foundational Advance,Collegiate
2015,Heidelberg,http://2015.igem.org/Team:Heidelberg,Europe,Germany,Foundational Advance,Collegiate
2015,HFUT-China,http://2015.igem.org/Team:HFUT-China,Asia,China,Software,Collegiate
2015,HKUST-Rice,http://2015.igem.org/Team:HKUST-Rice,Asia,Hong Kong,Environment,Collegiate
2015,HokkaidoU_Japan,http://2015.igem.org/Team:HokkaidoU_Japan,Asia,Japan,Health & Medicine,Collegiate
2015,Hong_Kong-CUHK,http://2015.igem.org/Team:Hong_Kong-CUHK,Asia,Hong Kong,New Application,Collegiate
2015,Hong_Kong_HKU,http://2015.igem.org/Team:Hong_Kong_HKU,Asia,Hong Kong,New Application,Collegiate
2015,HSNU-TAIPEI,http://2015.igem.org/Team:HSNU-TAIPEI,Asia,Taiwan,High School,High School
2015,HUST-China,http://2015.igem.org/Team:HUST-China,Asia,China,Environment,Collegiate
2015,HZAU-China,http://2015.igem.org/Team:HZAU-China,Asia,China,Information Processing,Collegiate
2015,IISER_Pune,http://2015.igem.org/Team:IISER_Pune,Asia,India,Health & Medicine,Collegiate
2015,IIT_Delhi,http://2015.igem.org/Team:IIT_Delhi,Asia,India,Environment,Collegiate
2015,IIT_Kharagpur,http://2015.igem.org/Team:IIT_Kharagpur,Asia,India,Food & Nutrition,Collegiate
2015,IIT_Madras,http://2015.igem.org/Team:IIT_Madras,Asia,India,Health & Medicine,Collegiate
2015,IONIS_Paris,http://2015.igem.org/Team:IONIS_Paris,Europe,France,Information Processing,Collegiate
2015,ITB_INDONESIA,http://2015.igem.org/Team:ITB_INDONESIA,Asia,Indonesia,Manufacturing,Collegiate
2015,Jilin_China,http://2015.igem.org/Team:Jilin_China,Asia,China,Environment,Collegiate
2015,KAIT_Japan,http://2015.igem.org/Team:KAIT_Japan,Asia,Japan,Foundational Advance,Collegiate
2015,Kent,http://2015.igem.org/Team:Kent,Europe,United Kingdom,New Application,Collegiate
2015,Korea_U_Seoul,http://2015.igem.org/Team:Korea_U_Seoul,Asia,"Korea, Republic Of",Software,Collegiate
2015,KU_Leuven,http://2015.igem.org/Team:KU_Leuven,Europe,Belgium,New Application,Collegiate
2015,Lambert_GA,http://2015.igem.org/Team:Lambert_GA,North America,United States,High School,High School
2015,LASATX,http://2015.igem.org/Team:LASATX,North America,United States,High School,High School
2015,LaVerne-Leos,http://2015.igem.org/Team:LaVerne-Leos,North America,United States,Energy,Collegiate
2015,Leicester,http://2015.igem.org/Team:Leicester,Europe,United Kingdom,Health & Medicine,Collegiate
2015,Lethbridge,http://2015.igem.org/Team:Lethbridge,North America,Canada,Food & Nutrition,Collegiate
2015,Lethbridge_HS,http://2015.igem.org/Team:Lethbridge_HS,North America,Canada,High School,High School
2015,Liceo_Eugenio_Hostos,http://2015.igem.org/Team:Liceo_Eugenio_Hostos,Latin America,Chile,High School,High School
2015,Linkoping_Sweden,http://2015.igem.org/Team:Linkoping_Sweden,Europe,Sweden,New Application,Collegiate
2015,London_Biohackspace,http://2015.igem.org/Team:London_Biohackspace,Europe,United Kingdom,Community Labs,Community Lab
2015,LZU-China,http://2015.igem.org/Team:LZU-China,Asia,China,Measurement,Collegiate
2015,Macquarie_Australia,http://2015.igem.org/Team:Macquarie_Australia,Asia,Australia,Energy,Collegiate
2015,Manchester-Graz,http://2015.igem.org/Team:Manchester-Graz,Europe,United Kingdom,Health & Medicine,Collegiate
2015,Marburg,http://2015.igem.org/Team:Marburg,Europe,Germany,Food & Nutrition,Collegiate
2015,METU_HS_Ankara,http://2015.igem.org/Team:METU_HS_Ankara,Europe,Turkey,High School,High School
2015,METU_Turkey,http://2015.igem.org/Team:METU_Turkey,Europe,Turkey,Food & Nutrition,Collegiate
2015,Michigan,http://2015.igem.org/Team:Michigan,North America,United States,New Application,Collegiate
2015,Michigan_Software,http://2015.igem.org/Team:Michigan_Software,North America,United States,Software,Collegiate
2015,Mingdao,http://2015.igem.org/Team:Mingdao,Asia,Taiwan,High School,High School
2015,Minnesota,http://2015.igem.org/Team:Minnesota,North America,United States,Foundational Advance,Collegiate
2015,Missouri_Columbia,http://2015.igem.org/Team:Missouri_Columbia,North America,United States,Health & Medicine,Collegiate
2015,Missouri_Rolla,http://2015.igem.org/Team:Missouri_Rolla,North America,United States,Environment,Collegiate
2015,MIT,http://2015.igem.org/Team:MIT,North America,United States,Manufacturing,Collegiate
2015,Nagahama,http://2015.igem.org/Team:Nagahama,Asia,Japan,Food & Nutrition,Collegiate
2015,NAIT_Edmonton,http://2015.igem.org/Team:NAIT_Edmonton,North America,Canada,New Application,Collegiate
2015,Nanjing-China,http://2015.igem.org/Team:Nanjing-China,Asia,China,Environment,Collegiate
2015,Nanjing_NFLS,http://2015.igem.org/Team:Nanjing_NFLS,Asia,China,High School,High School
2015,Nankai,http://2015.igem.org/Team:Nankai,Asia,China,Health & Medicine,Collegiate
2015,NCTU_Formosa,http://2015.igem.org/Team:NCTU_Formosa,Asia,Taiwan,Health & Medicine,Collegiate
2015,NEAU-China,http://2015.igem.org/Team:NEAU-China,Asia,China,New Application,Collegiate
2015,NEFU_China,http://2015.igem.org/Team:NEFU_China,Asia,China,Food & Nutrition,Collegiate
2015,NJAU_China,http://2015.igem.org/Team:NJAU_China,Asia,China,New Application,Collegiate
2015,NJU-China,http://2015.igem.org/Team:NJU-China,Asia,China,Health & Medicine,Collegiate
2015,Northeastern_Boston,http://2015.igem.org/Team:Northeastern_Boston,North America,United States,Manufacturing,Collegiate
2015,NRP-UEA-Norwich,http://2015.igem.org/Team:NRP-UEA-Norwich,Europe,United Kingdom,Food & Nutrition,Collegiate
2015,NTNU_Trondheim,http://2015.igem.org/Team:NTNU_Trondheim,Europe,Norway,Measurement,Collegiate
2015,NTU-LIHPAO-Taiwan,http://2015.igem.org/Team:NTU-LIHPAO-Taiwan,Asia,Taiwan,Health & Medicine,Collegiate
2015,NTU-Singapore,http://2015.igem.org/Team:NTU-Singapore,Asia,Singapore,Energy,Collegiate
2015,NUDT_CHINA,http://2015.igem.org/Team:NUDT_CHINA,Asia,China,Manufacturing,Collegiate
2015,NU_Kazakhstan,http://2015.igem.org/Team:NU_Kazakhstan,Asia,Kazakhstan,Health & Medicine,Collegiate
2015,NYMU-Taipei,http://2015.igem.org/Team:NYMU-Taipei,Asia,Taiwan,Environment,Collegiate
2015,NYU-AD,http://2015.igem.org/Team:NYU-AD,Asia,United Arab Emirates,Health & Medicine,Collegiate
2015,NYU_Shanghai,http://2015.igem.org/Team:NYU_Shanghai,Asia,China,Art & Design,Collegiate
2015,OLS_Canmore_AB_CA,http://2015.igem.org/Team:OLS_Canmore_AB_CA,North America,Canada,High School,High School
2015,OUC-China,http://2015.igem.org/Team:OUC-China,Asia,China,Measurement,Collegiate
2015,Oxford,http://2015.igem.org/Team:Oxford,Europe,United Kingdom,Health & Medicine,Collegiate
2015,PacificU-Oregon,http://2015.igem.org/Team:PacificU-Oregon,North America,United States,New Application,Collegiate
2015,Paris_Bettencourt,http://2015.igem.org/Team:Paris_Bettencourt,Europe,France,Food & Nutrition,Collegiate
2015,Paris_Saclay,http://2015.igem.org/Team:Paris_Saclay,Europe,France,Environment,Collegiate
2015,Pasteur_Paris,http://2015.igem.org/Team:Pasteur_Paris,Europe,France,Environment,Collegiate
2015,Peking,http://2015.igem.org/Team:Peking,Asia,China,Health & Medicine,Collegiate
2015,Penn,http://2015.igem.org/Team:Penn,North America,United States,Foundational Advance,Collegiate
2015,Pitt,http://2015.igem.org/Team:Pitt,North America,United States,Health & Medicine,Collegiate
2015,Pretoria_UP,http://2015.igem.org/Team:Pretoria_UP,Africa,South Africa,New Application,Collegiate
2015,Purdue,http://2015.igem.org/Team:Purdue,North America,United States,Energy,Collegiate
2015,Queens_Canada,http://2015.igem.org/Team:Queens_Canada,North America,Canada,Health & Medicine,Collegiate
2015,Reading,http://2015.igem.org/Team:Reading,Europe,United Kingdom,Energy,Collegiate
2015,RHIT,http://2015.igem.org/Team:RHIT,North America,United States,Manufacturing,Collegiate
2015,Rock_Ridge_Virginia,http://2015.igem.org/Team:Rock_Ridge_Virginia,North America,United States,High School,High School
2015,Santa_Clara,http://2015.igem.org/Team:Santa_Clara,North America,United States,Manufacturing,Collegiate
2015,San_Andres,http://2015.igem.org/Team:San_Andres,Latin America,Chile,High School,High School
2015,SCUT,http://2015.igem.org/Team:SCUT,Asia,China,Environment,Collegiate
2015,Scut-Champion-Park,http://2015.igem.org/Team:Scut-Champion-Park,Asia,China,Food & Nutrition,Collegiate
2015,SCUT-China,http://2015.igem.org/Team:SCUT-China,Asia,China,Health & Medicine,Collegiate
2015,SCU_China,http://2015.igem.org/Team:SCU_China,Asia,China,Environment,Collegiate
2015,SDA-Encinitas,http://2015.igem.org/Team:SDA-Encinitas,North America,United States,High School,High School
2015,SDU-Denmark,http://2015.igem.org/Team:SDU-Denmark,Europe,Denmark,Manufacturing,Collegiate
2015,SF_Bay_Area_DIYBio,http://2015.igem.org/Team:SF_Bay_Area_DIYBio,North America,United States,Community Labs,Community Lab
2015,Shenzhen_SFLS,http://2015.igem.org/Team:Shenzhen_SFLS,Asia,China,High School,High School
2015,Sherbrooke,http://2015.igem.org/Team:Sherbrooke,North America,Canada,Hardware,Collegiate
2015,Shiyan_SY_China,http://2015.igem.org/Team:Shiyan_SY_China,Asia,China,High School,High School
2015,SJTU-BioX-Shanghai,http://2015.igem.org/Team:SJTU-BioX-Shanghai,Asia,China,Food & Nutrition,Collegiate
2015,SJTU-Software,http://2015.igem.org/Team:SJTU-Software,Asia,China,Software,Collegiate
2015,SKLBC-China,http://2015.igem.org/Team:SKLBC-China,Asia,China,High School,High School
2015,SKLBC-DGSYZX,http://2015.igem.org/Team:SKLBC-DGSYZX,Asia,China,High School,High School
2015,Slovenia_HS,http://2015.igem.org/Team:Slovenia_HS,Europe,Slovenia,High School,High School
2015,SPSingapore,http://2015.igem.org/Team:SPSingapore,Asia,Singapore,Health & Medicine,Collegiate
2015,Stanford-Brown,http://2015.igem.org/Team:Stanford-Brown,North America,United States,Manufacturing,Collegiate
2015,Stockholm,http://2015.igem.org/Team:Stockholm,Europe,Sweden,Health & Medicine,Collegiate
2015,Stony_Brook,http://2015.igem.org/Team:Stony_Brook,North America,United States,Health & Medicine,Collegiate
2015,SVA-NYC,http://2015.igem.org/Team:SVA-NYC,North America,United States,Art & Design,Collegiate
2015,SVCE_Chennai,http://2015.igem.org/Team:SVCE_Chennai,Asia,India,Health & Medicine,Collegiate
2015,Sydney_Australia,http://2015.igem.org/Team:Sydney_Australia,Asia,Australia,Manufacturing,Collegiate
2015,SYSU-Software,http://2015.igem.org/Team:SYSU-Software,Asia,China,Software,Collegiate
2015,SYSU_CHINA,http://2015.igem.org/Team:SYSU_CHINA,Asia,China,New Application,Collegiate
2015,SZMS_15_Shenzhen,http://2015.igem.org/Team:SZMS_15_Shenzhen,Asia,China,High School,High School
2015,SZU_China,http://2015.igem.org/Team:SZU_China,Asia,China,Health & Medicine,Collegiate
2015,TAS_Taipei,http://2015.igem.org/Team:TAS_Taipei,Asia,Taiwan,High School,High School
2015,TCU_Taiwan,http://2015.igem.org/Team:TCU_Taiwan,Asia,Taiwan,Health & Medicine,Collegiate
2015,Tec-Chihuahua,http://2015.igem.org/Team:Tec-Chihuahua,Latin America,Mexico,Foundational Advance,Collegiate
2015,Tec-Monterrey,http://2015.igem.org/Team:Tec-Monterrey,Latin America,Mexico,New Application,Collegiate
2015,TecCEM,http://2015.igem.org/Team:TecCEM,Latin America,Mexico,New Application,Collegiate
2015,TecCEM_HS,http://2015.igem.org/Team:TecCEM_HS,Latin America,Mexico,High School,High School
2015,Technion_HS_Israel,http://2015.igem.org/Team:Technion_HS_Israel,Asia,Israel,High School,High School
2015,Technion_Israel,http://2015.igem.org/Team:Technion_Israel,Europe,Israel,New Application,Collegiate
2015,Tec_Guadalajara,http://2015.igem.org/Team:Tec_Guadalajara,Latin America,Mexico,Manufacturing,Collegiate
2015,Tianjin,http://2015.igem.org/Team:Tianjin,Asia,China,New Application,Collegiate
2015,TJU,http://2015.igem.org/Team:TJU,Asia,China,Energy,Collegiate
2015,Tokyo-NoKoGen,http://2015.igem.org/Team:Tokyo-NoKoGen,Asia,Japan,Environment,Collegiate
2015,Tokyo_Tech,http://2015.igem.org/Team:Tokyo_Tech,Asia,Japan,Information Processing,Collegiate
2015,Toronto,http://2015.igem.org/Team:Toronto,North America,Canada,Software,Collegiate
2015,Toulouse,http://2015.igem.org/Team:Toulouse,Europe,France,Environment,Collegiate
2015,TP_CC-SanDiego,http://2015.igem.org/Team:TP_CC-SanDiego,North America,United States,High School,High School
2015,TrinityCollegeDublin,http://2015.igem.org/Team:TrinityCollegeDublin,Europe,Ireland,Health & Medicine,Collegiate
2015,Tsinghua,http://2015.igem.org/Team:Tsinghua,Asia,China,Hardware,Collegiate
2015,Tsinghua-A,http://2015.igem.org/Team:Tsinghua-A,Asia,China,Health & Medicine,Collegiate
2015,Tuebingen,http://2015.igem.org/Team:Tuebingen,Europe,Germany,Foundational Advance,Collegiate
2015,Tufts,http://2015.igem.org/Team:Tufts,North America,United States,Health & Medicine,Collegiate
2015,TU_Darmstadt,http://2015.igem.org/Team:TU_Darmstadt,Europe,Germany,Hardware,Collegiate
2015,TU_Delft,http://2015.igem.org/Team:TU_Delft,Europe,Netherlands,Hardware,Collegiate
2015,TU_Dresden,http://2015.igem.org/Team:TU_Dresden,Europe,Germany,Health & Medicine,Collegiate
2015,TU_Eindhoven,http://2015.igem.org/Team:TU_Eindhoven,Europe,Netherlands,New Application,Collegiate
2015,UAI-Chile,http://2015.igem.org/Team:UAI-Chile,Latin America,Chile,Environment,Collegiate
2015,UAM_Poznan,http://2015.igem.org/Team:UAM_Poznan,Europe,Poland,Manufacturing,Collegiate
2015,UB_Indonesia,http://2015.igem.org/Team:UB_Indonesia,Asia,Indonesia,Health & Medicine,Collegiate
2015,UChicago,http://2015.igem.org/Team:UChicago,North America,United States,New Application,Collegiate
2015,UChile-OpenBio,http://2015.igem.org/Team:UChile-OpenBio,Latin America,Chile,Environment,Collegiate
2015,UCL,http://2015.igem.org/Team:UCL,Europe,United Kingdom,Health & Medicine,Collegiate
2015,UCLA,http://2015.igem.org/Team:UCLA,North America,United States,Manufacturing,Collegiate
2015,UCSC,http://2015.igem.org/Team:UCSC,North America,United States,Energy,Collegiate
2015,UCSF,http://2015.igem.org/Team:UCSF,North America,United States,Information Processing,Collegiate
2015,UC_Davis,http://2015.igem.org/Team:UC_Davis,North America,United States,Environment,Collegiate
2015,UC_San_Diego,http://2015.igem.org/Team:UC_San_Diego,North America,United States,Measurement,Collegiate
2015,UESTC_Software,http://2015.igem.org/Team:UESTC_Software,Asia,China,Software,Collegiate
2015,UFMG_Brazil,http://2015.igem.org/Team:UFMG_Brazil,Latin America,Brazil,Health & Medicine,Collegiate
2015,UFSCar-Brasil,http://2015.igem.org/Team:UFSCar-Brasil,Latin America,Brazil,Manufacturing,Collegiate
2015,UGA-Georgia,http://2015.igem.org/Team:UGA-Georgia,North America,United States,Measurement,Collegiate
2015,UiOslo_Norway,http://2015.igem.org/Team:UiOslo_Norway,Europe,Norway,Environment,Collegiate
2015,UIUC_Illinois,http://2015.igem.org/Team:UIUC_Illinois,North America,United States,Information Processing,Collegiate
2015,UI_Indonesia,http://2015.igem.org/Team:UI_Indonesia,Asia,Indonesia,Health & Medicine,Collegiate
2015,UMaryland,http://2015.igem.org/Team:UMaryland,North America,United States,New Application,Collegiate
2015,UMass-Dartmouth,http://2015.igem.org/Team:UMass-Dartmouth,North America,United States,Health & Medicine,Collegiate
2015,UMBC-Maryland,http://2015.igem.org/Team:UMBC-Maryland,North America,United States,Environment,Collegiate
2015,UNAM-CU,http://2015.igem.org/Team:UNAM-CU,Latin America,Mexico,Health & Medicine,Collegiate
2015,UNA_Honduras,http://2015.igem.org/Team:UNA_Honduras,Latin America,Honduras,Health & Medicine,Collegiate
